word,translation,tag
graph,"n. 曲线图, 图表, 图形\n[计] 图形",gk cet4 cet6 ky toefl ielts
graphic,"a. 生动的, 轮廓分明的, 绘画似的, 图解的\n[计] 图形的",ky toefl ielts gre
graphics,"n. 制图法, 制图学, 图解算法, 图形显示\n[计] 图形; DOS外部命令:打印图形方式下的屏幕内容",toefl
green,"n. 绿色, 绿色颜料\na. 绿色的, 未成熟的, 新鲜的, 青春的, 无经验的, 脸色发青的",zk gk ielts gre
grill,"n. 烤架, 铁格子, 烤肉\nv. 烧, 烤, 严加盘问, 给...装栅栏",gk ielts gre
grocery,"n. 食品杂货店, 食品杂货业",cet4 cet6
ground,"n. 土地, 战场, 场地, 地面, 范围\na. 土地的, 地面上的\nvt. 放在地上, 使搁浅, 打基础, 给...以训练\nvi. 搁浅, 落地, 根据, 基于\na. 磨过的\ngrind的过去式和过去分词",zk gk ielts
growth,"n. 生长, 栽培, 增长\n[计] 等比级数",gk cet4 cet6 ky ielts
guess,"n. 猜测, 臆测\nv. 猜测, 臆测",zk gk
guidance,"n. 指导, 领导\n[医] 导",gk cet4 cet6 ky ielts
gum,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天\nvt. 涂以树胶, 用胶粘, 使有粘性\nvi. 分泌树胶, 发粘",cet4 cet6 ky gre
gym,"n. +体育馆, 体育训练, 体育课, 体操",zk ielts
gymnasium,"n. 健身房, 体育馆\n[医] 体育馆, 健身室, 运动场",zk cet4 cet6 ky ielts
habitual,"a. 习惯的, 惯常的, 平常的\n[法] 习惯的, 以习惯为常业的, 惯常的",cet4 cet6
hacker,"[计] 计算机窃贼, 计算机新技术挑战者, 黑客",
hair,"n. 头发, 毛发, 些微\n[医] 毛, 发",zk gk
half,"n. 一半, 半场, 不完全\na. 一半的, 不完全的, 部分的, 半场的\nadv. 一半地, 部分地, 在某种程度上地, 几乎",zk gk
hallway,n. 门厅；玄关；走廊,toefl
hamburger,"n. 汉堡(德国港口), 肉饼, 汉堡包, 纯精牛肉, 汉堡牛排",zk gk cet4 cet6 ky toefl
handbook,n. 手册\n[计] 手册,cet6 ky ielts
handy,"a. 便利的, 敏捷的, 容易取得的\n[化] 便于使用的; 易操作的",gk cet4 cet6 ky toefl ielts
happen,"vi. 发生, 发生, 恰巧",zk gk cet4 ky
happy,"a. 快乐的, 幸福的, 愉快的, 恰当的",zk gk
hard,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的\nadv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地",zk gk ielts
hardware,"n. 硬件, 五金器具, 零件\n[计] 硬件",cet4 cet6 ky toefl ielts
hardworking,"a. 苦干的, 不辞辛劳的",gk
harmful,"a. 有害的, 伤害的",gk cet4 cet6 toefl ielts
hazard,"n. 冒险, 危险, 机会\nvt. 冒...的危险, 赌运气, 使冒危险\n[计] 相关危险; 冒险",cet4 cet6 ky toefl ielts gre
hazardous,"a. 危险的, 冒险的, 碰运气的\n[法] 危险的, 冒险的, 碰运气的",cet6 toefl ielts gre
head,"n. 头, 头脑, 领袖, 脑袋, 最前的部分\nvt. 为首, 朝向, 前进, 用头顶\nvi. 朝特定方向行进, (作物)结穗\na. 头的, 在顶端的, 主要的\n[计] 磁头; 冲头",zk gk toefl
headache,"n. 头痛, 令人头痛之事\n[医] 头痛",zk gk cet4 cet6 ky ielts
headphone,"n. 戴在头上的收话器, 耳机\n[电] 头载数话器",
headquarter,vt. 将...的总部设在,
health,"n. 健康, 卫生, 蓬勃, 健康状态\n[医] 健康",zk gk ielts
healthcare,"n. 医疗保健；卫生保健；健康护理, 健康服务",ielts
healthful,"a. 有益健康的, 使人健康的, 卫生的\n[法] 有益健康的, 健康的, 卫生的",toefl
hear,"vt. 听到, 倾听, 听说, 审理\nvi. 听见, 听",zk gk
heart,"n. 心, 心脏, 中心, 内心, 感情, 精神, 心情, 宝贝儿\nvt. 鼓励",zk gk ielts
heater,"n. 加热器, 灯丝, 加热工\n[化] 加热器",cet6 ielts
helmet,"n. 钢盔, 盔, 防护帽\nvt. 给...戴头盔",gk cet4 cet6 ky ielts gre
hereby,"adv. 因此, 据此",
herself,"pron. 她自己, 她亲自",zk gk
hesitant,"a. 迟疑的, 踌躇的, 犹豫不定的",
hesitation,"n. 犹豫, 踌躇, 含糊, 口吃, 暂停\n[计] 暂停",
highway,"n. 公路, 大道, 捷径\n[法] 公路, 大路",gk cet4 cet6 ky
hike,"n. 徒步旅行, 远足, 涨价, 提高\nvi. 步行, 徒步旅行, 上升\nvt. 使高涨, 拉起",cet6 ky toefl ielts gre
hiker,n. 徒步旅行者,
history,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录\n[计] 历史记录",zk gk cet4 cet6 ky ielts
hit,"n. 打击, 打, 冲撞, 讽刺\nvt. 打, 打击, 碰撞, 打中, 袭击, 偶然碰上\nvi. 打, 打中, 打击, 碰撞, 偶然碰上\n[计] 击中; 找到; 瞬时打扰",zk gk cet4 cet6 ky ielts
hobby,"n. 嗜好, 癖好, 爱好",zk gk ielts
holiday,"n. 假日, 假期, 节日\nvi. 度假",zk gk ielts
homeless,"a. 无家的, 无养主的",
homemade,"a. 自制的, 国产的",toefl
homeowner,n. 私房屋主；自己拥有住房者,
homework,"n. 家庭作业, 家里做的工作\n[经] 家庭作业",zk gk ielts
honestly,"adv. 真诚地, 公正地",
hope,"n. 希望, 信心, 期待\nv. 希望, 期望, 信赖",zk gk
hospital,n. 医院\n[医] 医院,zk gk ielts
hospitality,"n. 款待, 亲切, 殷勤",cet6 ky ielts
hot,"a. 热的, 热心的, 辣的, 热情的, 激动的, 猛烈的, 紧迫的\nadv. 热, 紧迫地",zk gk
hotel,"n. 旅馆, 客栈",zk gk ielts
hotline,"n. 热线电话, 咨询电话；热线",
hourly,"a. 每小时的, 以小时计的, 频繁的\nadv. 每小时地, 频繁地, 不绝地",
house,"n. 房子, 住宅, 机构, 议院, 家族, 家庭\nvt. 给...房子住, 收藏\nvi. 住, 躲藏",zk gk toefl ielts
housekeeper,"n. 主妇, 女管家",
huge,"a. 极大的, 巨大的, 无限的",zk gk cet4 ky
human,"n. 人, 人类\na. 人类的, 似人类的, 人性的, 有同情心的",zk gk cet4 ky toefl ielts
humidity,"n. 湿气, 潮湿, 湿度\n[计] 湿度",cet6 ky toefl ielts gre
hungry,"a. 饥饿的, 荒年的, 渴望的, 不毛的\n[化] 欠鞣皮",zk gk
hurricane,"n. 飓风, 暴风, 暴风雨",gk cet6 ky toefl ielts gre
husband,"n. 丈夫, 管理人, 节俭的人\nvt. 节俭, 使成丈夫, 持有",zk gk gre
hygiene,"n. 卫生保健, 卫生学, 保健法\n[医] 卫生, 卫生学",toefl ielts gre
icy,"a. 冰的, 冰冷的, 冷淡的, 滑溜的",cet6
ideally,"adv. 完美地, 理想地",cet6
identification,"n. 识别, 身份证明, 认同\n[化] 鉴定; 鉴别; 鉴别法; 认证",gk cet4 cet6 ky toefl ielts
identify,"vt. 识别, 认为...等同于, 确定, 使参与\nvi. 一致, 认同",cet4 cet6 ky toefl ielts
illogical,"a. 不合逻辑的, 无缘由的\n[法] 不合逻辑的, 无条理的, 说不通的",
image,"n. 影像, 肖像, 想象, 图像, 形象, 翻版\nvt. 作...的像, 反映, 想象, 象征\nn. 图像\n[计] 图象",cet4 cet6 ky toefl ielts
imagine,"vt. 想像, 设想, 猜测\nvi. 想像起来",zk gk cet4 cet6 ky toefl
immediately,"adv. 直接地, 立刻, 立即",zk gk cet4 cet6 toefl
immigration,"n. 移民, 移居\n[医] 移民",gk cet6 toefl
impact,"n. 冲击, 冲突, 影响, 效果\nvt. 挤入, 撞击, 压紧, 对...发生影响",cet4 cet6 ky toefl ielts gre
impatient,"a. 不耐烦的, 着急的, 急切的",cet4 cet6 ky toefl
imperative,"n. 命令, 必要的事, 规则, 祈使语气\na. 命令式的, 急需的, 势在必行的, 强制的",cet6 ky toefl ielts gre
important,"a. 重要的, 有地位的, 大量的, 显要的, 自负的\n[计] 要点",zk gk ielts
improve,"vt. 改良, 提高...的价值, 改善, 利用\nvi. 变得更好, 增加",zk gk cet4 cet6 ky
inappropriate,"a. 不适当的, 不相称的",toefl
inclusive,"a. 包含的, 包括的",cet6 ky toefl ielts gre
income,"n. 收入, 收益, 流入\n[经] 收益",gk cet4 cet6 ky
incoming,"a. 进来的, 刚开始的, 新来的\nn. 进来",ielts
incomplete,"a. 不完全的, 未完成的, 不完善的\n[机] 不完全的",cet6
inconvenience,"n. 不便, 困难\nvt. 使感不便, 使感困难",
increase,"n. 增加, 增进, 利益\nvt. 增加, 加大\nvi. 增加, 繁殖",zk gk cet4 cet6 ky
incur,"vt. 招致, 蒙受, 遭遇\n[经] 招致, 蒙受, 担负",cet6 ky toefl ielts gre
indeed,"adv. 的确, 实在, 真正地, 甚至",gk cet4 cet6 ky
independent,"n. 独立自主者, 无党派者\na. 独立的, 有主见的, 不须依赖的, 不受约束的",gk cet4 cet6 ky toefl
indicate,"vt. 显示, 象征, 指示, 指出\n[医] 指示",gk cet4 cet6 ky toefl gre
indicator,"n. 指示器, 指示剂, 指标\n[计] 指示器",ielts
indirect,"a. 间接的, 非直截了当的, 不坦率的\n[医] 间接的",cet4 cet6
individual,"n. 人, 个人, 个体\na. 个别的, 个人的, 独特的",cet4 cet6 ky ielts gre
individually,"adv. 以个人身分, 各个地, 独特地",
indoor,"a. 户内的, 室内的",cet4 cet6 ky
induction,"n. 归纳法, 感应, 就职, 入门\n[计] 归纳法",cet6 gre
industry,"n. 勤劳, 工业, 企业, 产业, 有组织的劳动\n[经] 工业, 实业",zk gk cet4 cet6 ky ielts
inefficient,"a. 无效率的, 无能的\n[医] 无效的, 无效力的",cet4 cet6
inexpensive,"a. 便宜的, 不贵重的",cet4 cet6
inexperience,"n. 无经验, 不熟练",
infer,"vt. 推论出, 推断\nvi. 作推论",cet4 cet6 ky toefl gre
inference,"n. 推论\n[法] 推论, 推理, 推断",cet6 ky ielts
inflate,"vt. 使膨胀, 使得意, 使通货膨胀, 使充气\nvi. 充气, 膨胀",cet6 toefl gre
influence,"n. 影响力, 权力, 势力\nvt. 影响, 改变",zk gk cet4 cet6 ky ielts
influential,"a. 有影响的, 有势力的",cet4 cet6 ky toefl
informal,"a. 非正式的, 不拘礼的, 通俗的\n[经] 非正式的, 日常使用的",toefl
information,"n. 消息, 知识, 通知, 情报, 信息, 问讯处, 起诉\n[计] 信息",zk gk ielts
informative,"a. 提供消息的, 见闻广博的",toefl ielts
ingredient,"n. 成分, 因素\n[化] 配合剂; 拼料; 成分; 组分",cet4 cet6 ky toefl ielts gre
ink,"n. 墨水, 墨汁\nvt. 涂墨水于, 签署, 加墨水",zk gk cet4 cet6 ky
innovative,"a. 革新的, 创新的, 富有革新精神的",toefl gre
inquire,"v. 询问, 问明, 查究",cet4 cet6 ielts
insert,"n. 插入物\nvt. 插入, 把(人造卫星)射入(轨道), 添写\nvi. 附着\n[计] 插入",gk cet4 cet6 ky toefl ielts gre
inside,"n. 内部, 内脏, 内幕\na. 内部的, 秘密的, 户内的\nadv. 在里面\nprep. 在...之内",zk gk cet4 cet6 ky
inspect,"vt. 检查, 检阅, 检验\nvi. 检查",gk cet4 cet6 ky toefl
inspection,"n. 检验, 检查, 视察\n[医] 检查, 视察, 监督, 望诊",cet4 cet6 toefl ielts gre
inspector,"n. 检查员, 巡视员\n[化] 检查员",cet6 toefl
inspiration,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气\n[医] 吸[气]",cet6 ky toefl ielts gre
installation,"n. 安装, 装置, 就职\n[医] 结构, 装置, 设立",cet4 cet6 ky
instance,"n. 建议, 情况, 例子, 场合\nvt. 引以为例, 举例说明",cet4 cet6 ky
instead,"adv. 作为替代, 反而",zk gk
institute,"n. 学会, 学院, 协会\nvt. 创立, 开始, 制定, 任命",gk cet4 cet6 ky toefl ielts gre
instruct,"vt. 教, 教育, 命令, 通知\n[法] 托办, 指导, 指示",gk cet4 cet6 ky toefl
instructor,"n. 教员, 讲师\n[法] 指导者, 教员, 讲师",cet6
insufficient,"a. 不够的, 不能胜任的, 不充足的\n[法] 不足的, 不充分的, 不能胜任的",cet4 cet6 toefl gre
integral,"n. 整体, 积分, 整数\na. 固有的, 整体的, 整数的, 积分的\n[计] 积分",cet6 ky toefl ielts gre
intently,"adv. 一心一意地, 心无旁物地, 专心地",
interactive,"a. 相互作用的, 相互影响的\n[计] 交互, 人机对话的",toefl
interest,"n. 兴趣, 嗜好, 利息, 利益, 爱好, 趣味, 势力\nvt. 使感兴趣, 与...有关系",zk gk cet4 cet6 ky toefl ielts
interfere,"vi. 妨碍, 冲突, 干涉, 抵触\n[医] 干扰, 干涉, 阻碍, 碰腿(马)",cet4 cet6 ky toefl
intern,"n. 实习生, 被拘留者\nvi. 作实习医师(教师、实习生)\nvt. 拘留, 扣留",cet4 gre
international,a. 国际的\nn. 国别设定\n[计] 国别设定,zk gk cet4 cet6 ky ielts
internationally,"adv. 国际性地, 在国际间",
internet,"[计] 因特网, 国际互连网, 网际网络, 互连网络, 广域网",zk gk cet4 ky ielts
internship,"n. 实习医师的职务\n[医] 实习医师职位, 实习医师期",
interpreter,"n. 直译程序, 解释者, 口译者, 注释器\n[计] 注释器",gk cet4 cet6
interrupt,"vt. 中断, 妨碍, 插嘴\nvi. 打断\nn. 中断\n[计] 中断",gk cet4 cet6 ky toefl gre
intersection,"n. 交集, 十字路口, 交叉点\n[计] 逻辑乘; 与",cet6 ky toefl ielts
interview,"n. 面谈, 访问, 接见, 面试\nvt. 接见, 对...进行面谈(试)",zk gk cet4 cet6 ky ielts
intonation,"n. 朗诵, 语调, 唱\n[化] 声调",cet6
introduce,"vt. 介绍, 引入, 采用, 输入\n[法] 引进, 输入, 介绍",zk gk cet4 cet6 ky
introductory,"a. 介绍的, 引导的, 开端的",
invaluable,"a. 无价的, 价值无法衡量的",cet6 ky toefl ielts
invention,"n. 发明, 创作能力, 虚构的故事\n[经] 发明",zk gk cet4 cet6 ky
inventory,"n. 详细目录, 存货清单\nvt. 列入详细目录, 清点存货\n[计] 存货清单",cet6 ky toefl ielts gre
investment,"n. 投资\n[医] 包埋料, 围模料, 包埋法, 围模法",cet4 cet6 ky ielts
invoice,"n. 发票, 发货单\nv. 开发票, 记清单",cet6 ielts gre
involve,"vt. 包括, 使陷于, 潜心于, 包围\n[医] 累及, 牵涉, 包含",cet4 cet6 ky toefl ielts
irregular,"n. 不规则物, 不合规格之物\na. 不规则的, 不整齐的, 不合法的",cet4 cet6 toefl ielts
irrelevant,"a. 不恰当的, 无关系的, 不相干的\n[法] 无关的, 不相干的, 离题的",toefl
irritate,"vt. 激怒, 使发怒, 使兴奋, 使发炎\nvi. 引起不快",cet6 ky toefl ielts gre
issue,"n. 发行, 问题, 后果, 流出, 出口, 争端\nvi. 发行, 流出, 造成...结果, 传下\nvt. 使流出, 放出, 发行, 发布, 发给",cet4 cet6 ky toefl ielts gre
item,"n. 项目, 条款, 一则, 项\n[计] 项",cet4 ky ielts
itinerary,"n. 旅程, 旅行指南, 游记\na. 巡回的, 旅程的",toefl ielts gre
itself,"pron. 它本身, 它自己",zk gk
jam,"n. 果酱, 拥塞之物, 堵塞, 困境\nvt. 挤进, 使塞满, 混杂, 压碎, 使堵塞\nvi. 堵塞, 轧住, 拥挤",gk cet4 cet6 ky ielts
jazz,"n. 爵士乐, 喧闹\na. 爵士乐的, 喧吵的\nvi. 演奏爵士乐, 跳爵士舞, 游荡\nvt. 奏爵士乐, 使活泼",gk cet4 ky gre
jean,"n. 牛仔裤, 牛仔布, 斜纹棉布",cet6
jet,"n. 喷射流, 喷嘴, 煤玉\nv. 射出, 迸出, 喷射\na. 黑而发亮的, 墨黑的",gk cet4 cet6 ky
jewelry,"n. 珠宝, 珠宝类",gk ky toefl ielts
job,"n. 工作, 零活, 职业, 事情\nvi. 做零工, 打杂, 做股票经纪, 假公济私\nvt. 代客买卖, 批发, 承包, 欺骗\n[计] 作业",zk gk ielts
jog,"n. 轻推, 轻撞, 慢跑\nv. 轻推, (使)蹒跚行进, (使)慢跑",gk cet6 ky toefl ielts gre
join,"vi. 参加, 结合, 加入\nvt. 连接, 结合, 参加, 加入\nn. 连接, 结合, 接合点\n[计] 连接; 汇合指令",zk gk toefl
journalism,"n. 新闻业, 报章杂志\n[法] 报刊, 新闻业, 新闻出版",toefl
judge,"n. 法官, 裁判员, 审判官, 鉴定人\nvt. 审理, 鉴定, 判断, 判决, 裁定\nvi. 下判断, 作评价",gk cet4 cet6 ky
juice,"n. 汁, 活力, 体液\nvt. 挤出汁来, 加汁",zk gk toefl ielts
junior,"n. 年少者, 地位较低者, 大学三年级学生\na. 年少的, 下级的, 后进的",gk cet4 cet6 ky ielts
junk,"n. 垃圾, 乌七八糟的东西, 舢板\n[计] 清除",gk cet6 ky ielts
key,"n. 钥匙, 键, 解答, 关键, 要害, 基调, 线索, 答案, 暗礁\nvt. 调音, 锁上, 提供线索\nvi. 使用钥匙\n[计] 键, 密钥",zk gk ielts
keyboard,n. 键盘\n[计] 键盘,zk gk cet4 cet6 ky toefl
kill,"n. 杀, 杀戮, 小河\nvt. 杀, 破坏, 消灭, 使终止, 抵消, 否决\nvi. 杀死\n[计] 删除",zk gk cet4 ky
kilogram,"n. 千克, 公斤\n[医] 千克, 公斤",zk gk cet4
kilometer,"n. 千米, 公里\n[医] 千米, 公里",cet4
kind,"n. 种类, 性质, 方式\na. 亲切的, 仁慈的, 和蔼的",zk gk
kit,"n. 装备, 工具箱, 成套工具\n[计] 成套部件; 成套零件",cet6 ky ielts
knowledge,"n. 知识, 学问, 认识, 知道",zk gk cet4 cet6 ky ielts
knowledgeable,"a. 聪明的, 有知识的",toefl
lab,"n. 实验室, 研究室\n[医] 凝乳酶",zk gk cet4 cet6 ky ielts
lack,"n. 缺乏, 无, 不足\nvt. 缺乏, 短少, 不足, 需要\nvi. 缺乏",gk cet4 ky ielts
ladder,"n. 梯, 梯状物, 发迹的途径\nvi. 袜子抽丝, 成名",gk cet4 cet6 ky
lamp,n. 灯\nvt. 照亮\n[计] 逻辑模拟分析系统,zk gk cet4 cet6 ky toefl ielts
land,"n. 陆地, 地面, 地界, 地产, 国土, 土地\nvi. 登陆, 登岸, 到达\nvt. 使上岸, 使登陆, 使到达\n[计] 连接盘; 焊盘",zk gk toefl ielts
landlord,"n. 房东, 地主\n[经] 业主, 地主, 房东",cet4 cet6 ky
lane,"n. 小路, 巷, 弄, 单行道",cet4 cet6 ky ielts
language,"n. 语言, 文字, 措辞\n[计] 语言",zk gk ielts
laptop,[计] 膝上型的,ky
late,"a. 迟的, 晚的, 已故的\nadv. 很晚, 很迟, 晚",zk gk
lately,"adv. 近来, 最近",gk cet4 cet6 ky toefl
laugh,"n. 笑, 笑声\nvi. 笑, 大笑\nvt. 以笑表示",zk gk
laundry,"n. 洗衣店, 洗好的衣服, 洗涤\n[机] 洗衣作, 洗衣店, 洗衣房",gk cet4 cet6 ky toefl ielts
law,"n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼\nv. 起诉",zk gk cet4 cet6 ky ielts
lawn,"n. 草地, 草坪, 上等细麻布\n[机] 细筛",cet4 cet6 ky toefl ielts
layoff,"n. 临时解雇, 操作停止, 活动停止期间",cet6 ky ielts
layout,"n. 布局, 陈列, 规划图, 页面布局, 版面编排\n[计] 页面布局, 版面",cet4 cet6 ky toefl ielts
leader,"n. 领导者, 社论, 指挥, 领袖, 领唱者, 前导字符\n[计] 前导字符",zk gk cet4 cet6
leak,"n. 漏洞, 漏处, 漏出, 泄漏\nvi. 漏, 泄漏\nvt. 使渗漏",gk cet4 cet6 ky toefl ielts gre
lease,"n. 租约, 租期, 租\nvt. 出租, 租出, 租得",cet6 ky toefl ielts gre
lecturer,"n. 演讲者, 讲师\n[法] 讲演人, 讲课人, 讲师",
legal,"a. 法律的, 法定的, 合法的\n[经] 法定权利; 法律(上)的, 合法的",gk cet4 cet6 ky toefl ielts
leisure,"n. 空闲, 闲暇, 悠闲\na. 空闲的, 有闲的",cet4 cet6 ky toefl ielts
lengthy,"a. 冗长的, 漫长的",toefl
less,"n. 较少, 较小\na. 少的, 小的\nadv. 较少, 较小, 较差\n[计] 最低成本估算与调度法",gk cet4 ky
letter,"n. 信, 字母, 证书, 字面意义, 铅字, 学问, 出租人\nvt. 写字母于, 在...上刻字母, 用字母标明\nvi. 写印刷体字\n[计] 字母",zk gk ielts
letterhead,"n. 信笺上方的印刷文字, 印有抬头的信笺",
level,"n. 水平, 水准, 平地\na. 同高的, 平坦的, 齐平的, 水平的\nvt. 弄平, 夷平, 使同等, 瞄准, 对准\nvi. 变平, 拉平\n[计] 级别",zk gk cet4 cet6 ky ielts
librarian,"n. 图书馆员, 图书管理员\n[计] 程序库管理程序; 程序库生成程序",gk cet4 cet6 ky toefl
lie,"n. 谎言, 假象, 位置\nvi. 躺着, 说谎, 位于, 展现, 存在, 停泊\nvt. 谎骗",zk gk
lifeguard,"n. 卫兵, 禁卫军, 救生员",
lifestyle,n. 生活方式,ielts
lifetime,"n. 一生, 终生\na. 一生的, 终生的",gk cet4 cet6 ky
light,"n. 光, 光亮, 灯, 日光, 发光体, 光源, 杰出人物, 火花, 眼光\na. 轻的, 少量的, 轻微的, 轻快的, 轻浮的, 明亮的, 淡色的, 容易的\nvt. 点燃, 照亮\nvi. 点着, 变亮, 突降, 偶然碰到\nadv. 轻地",zk gk ielts
lighter,"n. 点火者, 点灯工人, 打火机, 驳船\nvt. 以驳船搬运",cet6
lightweight,"n. 不到平均重量的人/物, 轻量级, 无足轻重的人, 性格不够强的人\na. 平均重量以下的, 重量轻的\n[计] 轻便的, 轻量的",
likely,"a. 有可能的, 合适的, 前途有望的\nadv. 或许, 可能",gk cet4 cet6 ky
likewise,"adv. 同样地, 也",cet4 cet6 ky toefl ielts
limit,"n. 界限, 边界, 限度, 极限, 限制\nvt. 限制, 限定",gk cet4 cet6 ky
link,"n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路",gk cet4 cet6 ky ielts
list,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单",zk gk cet4 cet6 ky ielts gre
listen,"vi. 听, 倾听, 听从\nn. 听, 倾听",zk gk
liter,n. 公升\n[化] 升,cet4 cet6
little,"n. 一点点, 少许, 一会儿, 短时间\na. 小的, 很少的, 幼小的, 琐碎的, 短暂的, 矮小的\nadv. 很少, 稍微, 完全不",zk gk
lobby,"n. 大厅, 休息室, 游说议员者\nvi. 游说议员, 游说\nvt. 游说",cet6 ky toefl ielts gre
